標題,連結,作者,日期
政院版《財劃法》將被駁回？卓揆嘆：長照3.0寸步難行,https://tw.news.yahoo.com/%E6%94%BF%E9%99%A2%E7%89%88-%E8%B2%A1%E5%8A%83%E6%B3%95-%E5%B0%87%E8%A2%AB%E9%A7%81%E5%9B%9E-%E5%8D%93%E6%8F%86%E5%98%86-%E9%95%B7%E7%85%A73-024200485.html,,2025-11-24 10:42
鴻海利多連發卻不漲？今陷220元保衛戰 專家曝一關鍵：山上來的滾石先別擋,https://tw.stock.yahoo.com/news/%E9%B4%BB%E6%B5%B7%E5%88%A9%E5%A4%9A%E9%80%A3%E7%99%BC%E5%8D%BB%E4%B8%8D%E6%BC%B2%EF%BC%9F%E4%BB%8A%E9%99%B7220%E5%85%83%E4%BF%9D%E8%A1%9B%E6%88%B0-%E5%B0%88%E5%AE%B6%E6%9B%9D%E4%B8%80%E9%97%9C%E9%8D%B5%EF%BC%9A%E5%B1%B1%E4%B8%8A%E4%BE%86%E7%9A%84%E6%BB%BE%E7%9F%B3%E5%85%88%E5%88%A5%E6%93%8B-024219414.html,,2025-11-24 10:42
鴻海利多連發卻不漲？今陷220元保衛戰 專家曝一關鍵：山上來的滾石先別擋,https://tw.stock.yahoo.com/news/%E9%B4%BB%E6%B5%B7%E5%88%A9%E5%A4%9A%E9%80%A3%E7%99%BC%E5%8D%BB%E4%B8%8D%E6%BC%B2%EF%BC%9F%E4%BB%8A%E9%99%B7220%E5%85%83%E4%BF%9D%E8%A1%9B%E6%88%B0-%E5%B0%88%E5%AE%B6%E6%9B%9D%E4%B8%80%E9%97%9C%E9%8D%B5%EF%BC%9A%E5%B1%B1%E4%B8%8A%E4%BE%86%E7%9A%84%E6%BB%BE%E7%9F%B3%E5%85%88%E5%88%A5%E6%93%8B-024219414.html,,2025-11-24 10:42
洪申翰坦言是外送重用使用者　勞動部長揭1關鍵外送平台無漲價理由,https://tw.news.yahoo.com/%E6%B4%AA%E7%94%B3%E7%BF%B0%E5%9D%A6%E8%A8%80%E6%98%AF%E5%A4%96%E9%80%81%E9%87%8D%E7%94%A8%E4%BD%BF%E7%94%A8%E8%80%85-%E5%8B%9E%E5%8B%95%E9%83%A8%E9%95%B7%E6%8F%AD1%E9%97%9C%E9%8D%B5%E5%A4%96%E9%80%81%E5%B9%B3%E5%8F%B0%E7%84%A1%E6%BC%B2%E5%83%B9%E7%90%86%E7%94%B1-024100385.html,,2025-11-24 10:41
DRAM人踩人？華邦電、南亞科、力積電股東卻逆勢增5.5萬人快破百萬,https://tw.stock.yahoo.com/news/dram%E4%BA%BA%E8%B8%A9%E4%BA%BA%EF%BC%9F%E8%8F%AF%E9%82%A6%E9%9B%BB%E3%80%81%E5%8D%97%E4%BA%9E%E7%A7%91%E3%80%81%E5%8A%9B%E7%A9%8D%E9%9B%BB%E8%82%A1%E6%9D%B1%E5%8D%BB%E9%80%86%E5%8B%A2%E5%A2%9E55%E8%90%AC%E4%BA%BA%E5%BF%AB%E7%A0%B4%E7%99%BE%E8%90%AC-024433593.html,,2025-11-24 10:44
抗議低薪！南韓全國學餐人員罷工　孩童啃麵包當午餐,https://tw.news.yahoo.com/%E6%8A%97%E8%AD%B0%E4%BD%8E%E8%96%AA-%E5%8D%97%E9%9F%93%E5%85%A8%E5%9C%8B%E5%AD%B8%E9%A4%90%E4%BA%BA%E5%93%A1%E7%BD%B7%E5%B7%A5-%E5%AD%A9%E7%AB%A5%E5%95%83%E9%BA%B5%E5%8C%85%E7%95%B6%E5%8D%88%E9%A4%90-113138798.html,,2025-11-24 10:43
洪申翰坦言是外送重用使用者　勞動部長揭1關鍵外送平台無漲價理由,https://tw.news.yahoo.com/%E6%B4%AA%E7%94%B3%E7%BF%B0%E5%9D%A6%E8%A8%80%E6%98%AF%E5%A4%96%E9%80%81%E9%87%8D%E7%94%A8%E4%BD%BF%E7%94%A8%E8%80%85-%E5%8B%9E%E5%8B%95%E9%83%A8%E9%95%B7%E6%8F%AD1%E9%97%9C%E9%8D%B5%E5%A4%96%E9%80%81%E5%B9%B3%E5%8F%B0%E7%84%A1%E6%BC%B2%E5%83%B9%E7%90%86%E7%94%B1-024100385.html,,2025-11-24 10:41
美政府重開首就業報告　增11.9萬工作　遠超預期,https://tw.news.yahoo.com/%E7%BE%8E%E6%94%BF%E5%BA%9C%E9%87%8D%E9%96%8B%E9%A6%96%E5%B0%B1%E6%A5%AD%E5%A0%B1%E5%91%8A-%E5%A2%9E11-9%E8%90%AC%E5%B7%A5%E4%BD%9C-%E9%81%A0%E8%B6%85%E9%A0%90%E6%9C%9F-113002659.html,,2025-11-24 10:44
DRAM人踩人？華邦電、南亞科、力積電股東卻逆勢增5.5萬人快破百萬,https://tw.stock.yahoo.com/news/dram%E4%BA%BA%E8%B8%A9%E4%BA%BA%EF%BC%9F%E8%8F%AF%E9%82%A6%E9%9B%BB%E3%80%81%E5%8D%97%E4%BA%9E%E7%A7%91%E3%80%81%E5%8A%9B%E7%A9%8D%E9%9B%BB%E8%82%A1%E6%9D%B1%E5%8D%BB%E9%80%86%E5%8B%A2%E5%A2%9E55%E8%90%AC%E4%BA%BA%E5%BF%AB%E7%A0%B4%E7%99%BE%E8%90%AC-024433593.html,,2025-11-24 10:44
中日衝突延燒　美國公開挺日　台灣支持水產,https://tw.news.yahoo.com/%E4%B8%AD%E6%97%A5%E8%A1%9D%E7%AA%81%E5%BB%B6%E7%87%92-%E7%BE%8E%E5%9C%8B%E5%85%AC%E9%96%8B%E6%8C%BA%E6%97%A5-%E5%8F%B0%E7%81%A3%E6%94%AF%E6%8C%81%E6%B0%B4%E7%94%A2-112345184.html,,2025-11-24 10:43
